source_file,source_row,designators,qty_per_board,build_quantity,required_qty,manufacturer,mpn,description,supplier,supplier_part_number,unit_price,subtotal,lifecycle_status,build_multiplier,status,notes,selected_supplier,supplier_order_qty,mouser_stock,digikey_stock,sourcing_status,sourcing_notes
DCD-BEC-150-12-150-3-x4.csv,18,C48,1,5,5,,EEE-TG1H470UP,Cap Aluminum 47uF 50V 20% (8 X 10.2mm) SMD 0.75 Ohm 133mA 2000h 125 C T/R,,667-EEE-TG1H470UP,$1.15,,,,missing_manufacturer,missing manufacturer,Mouser,5,2840,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,19,C49,1,5,5,,CL32B475KCVZW6E,"Ceramic Capacitor, Multilayer, Ceramic, 100V, 10% +Tol, 10% -Tol, X7R, 15% TC, 4.7uF, Surface Mount, 1210",,187-CL32B475KCVZW6E,$0.98,,,,missing_manufacturer,missing manufacturer,Mouser,5,34223,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,20,C51,1,5,5,,CC0603JRNPO0BN151,"150 pF ±5% 100V Ceramic Capacitor C0G, NP0 0603 (1608 Metric)",,603-CC603JRNPO0BN151,$0.11,,,,missing_manufacturer,missing manufacturer,Mouser,5,945,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,21,C52,1,5,5,,12103D226KAT2A,25V 22uF X5R ±10% 1210 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,,581-12103D226KAT2A,$1.58,,,,missing_manufacturer,missing manufacturer,Mouser,5,4796,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,22,C54,1,5,5,,GRM188R71A225KE15D,10V 2.2uF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,,81-GRM188R71A225KE15,$0.15,,,,missing_manufacturer,missing manufacturer,Mouser,5,197454,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,23,C56,1,5,5,,C0603C682K5RACTU,"6800 pF ±1% 50V Ceramic Capacitor C0G, NP0 0603 (1608 Metric)",,80-C0603C682K5R,$0.10,,,,missing_manufacturer,missing manufacturer,Mouser,5,133478,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,24,C58,1,5,5,,06031A101KAT2A,"General Purpose Ceramic Capacitor, 0603, 100pF, 10%, NP0, 30ppm/°C, 100V",,581-06031A101K,$0.10,,,,missing_manufacturer,missing manufacturer,Mouser,5,27901,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,25,"C59, C73",2,5,10,,EVA86QR7TF471KD01K,Multilayer Ceramic Capacitors MLCC - SMD/SMT 8x6mm 1500VDC 470pF 10% X7R AEC-Q200,,81-EVA86QR7TF471KD1K,$4.83,,,,missing_manufacturer,missing manufacturer,Mouser,10,830,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,26,C60,1,5,5,,EDH476M200A9TAA,CAP ALUM 47UF 20% 200V SMD,,80-EDH476M200A9TAA,$2.85,,,,missing_manufacturer,missing manufacturer,Mouser,5,2300,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,27,"C62, C63, C64, C65, C66, C67, C68, C69, C70, C71",10,5,50,,2220VC225KAT2A,"Ceramic Capacitor, Multilayer, Ceramic, 250V, 10% +Tol, 10% -Tol, X7R, 15% TC, 2.2uF, Surface Mount, 2220",,581-2220VC225KAT2A,$2.31,,,,missing_manufacturer,missing manufacturer,Mouser,50,6241,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,28,"C74, C77, C88",3,5,15,,CGA4J1X7R1V475K125AC,Cap Ceramic 4.7uF 35V X7R 10% Pad SMD 0805 +125°C Automotive T/R,,810-CGA4J1X7R1V475KC,$0.49,,,,missing_manufacturer,missing manufacturer,Mouser,15,151488,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,29,"D1, D2, D3, D4, D5, D6, D8",7,5,35,,VLMS1300-GS08,LED RED 0603 SMD,,78-VLMS1300-GS08,$0.23,,,,missing_manufacturer,missing manufacturer,Mouser,35,11850,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,30,D7,1,5,5,,SZP6SMB15CAT3G,TVS Diode (Bi-directional),,863-SZP6SMB15CAT3G,$0.36,,,,missing_manufacturer,missing manufacturer,Mouser,5,10031,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,31,D9,1,5,5,,SMCJ130CA,7.2A 209V 1.5kW 144V Bidirectional 130V DO-214AB(SMC) ESD and Surge Protection (TVS/ESD) ROHS,,821-SMCJ130CA,$0.27,,,,missing_manufacturer,missing manufacturer,Mouser,5,2450,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,32,D10,1,5,5,,SMBJ3V3-E3/5B,"Trans Voltage Suppressor Diode, 600W, 3.3V V(RWM), Unidirectional, 1 Element, Silicon, DO-214AA",,625-SMBJ3V3-E3/5B,$0.43,,,,missing_manufacturer,missing manufacturer,Mouser,5,103605,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,33,HS1,1,5,5,,960-19-18-F-AB-0,Heatsink 19mm x 19mm,,,,,,,missing_manufacturer,missing manufacturer,,,0,0,check_wall_inventory,Neither Mouser nor DigiKey can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,34,J1,1,5,5,,216571-1023,"Rectangular Power Connector, 3 Contact(s), Male, Solder Terminal",,538-216571-1023,$1.33,,,,missing_manufacturer,missing manufacturer,Mouser,5,3110,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,35,J2,1,5,5,,216571-1003,Connector Power Header 3Position 3mm PC Pin Straight Through Hole 3 Terminal 1 Port Tray,,538-216571-1003,$2.38,,,,missing_manufacturer,missing manufacturer,Mouser,5,1517,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,36,J3,1,5,5,,73251-1350,"RF SMA Connector, 1 Contact(s), Female, Board Mount, Surface Mount Terminal, Locking, Jack",,538-73251-1350,$4.72,,,,missing_manufacturer,missing manufacturer,Mouser,5,12586,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,37,"JP2, JP3",2,5,10,,5102,MICRO-MINI 6.9MM SMT JMPR,,5164-5102,$0.36,,,,missing_manufacturer,missing manufacturer,Mouser,10,4543,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,38,"L1, L2",2,5,10,,MA5173-AE,Power Inductor - Leaded 7uH Unshield 1% 6.5A 21.5mOhms,,994-MA5173-AE,$6.89,,,,missing_manufacturer,missing manufacturer,Mouser,10,2005,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,39,L3,1,5,5,,XGL5050-153MEC,"General Purpose Inductor, 15uH, 20%, 1 Element, Composite-Core, SMD, 2221",,,4.32,,,,missing_manufacturer,missing manufacturer,DigiKey,5,0,16571,sourced_digikey,Mouser could not cover full quantity; DigiKey can.
DCD-BEC-150-12-150-3-x4.csv,40,L4,1,5,5,,CG3885-ALD,"Common Mode Choke, toroid, power line, ferrite core, SMT, RoHS",,994-CG3885-ALD,$6.94,,,,missing_manufacturer,missing manufacturer,Mouser,5,208,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,41,"Q1, Q2, Q3",3,5,15,,BSC520N15NS3GATMA1,MOSFET N-CH 150V 21A TDSON-8-5,,,0.4605,,,,missing_manufacturer,missing manufacturer,DigiKey,15,0,14812,sourced_digikey,Mouser could not cover full quantity; DigiKey can.
DCD-BEC-150-12-150-3-x4.csv,42,"R1, R3",2,5,10,,ERJ-3EKF2200V,Resistor Thick Film 0603 220 Ohm 1% 1/10W 100ppm/C Molded SMD Punched Carrier T/R,,667-ERJ-3EKF2200V,$0.10,,,,missing_manufacturer,missing manufacturer,Mouser,10,17155,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,43,R2,1,5,5,,ERJ-3EKF1000V,RES SMD 100 OHM 1% 1/10W 0603,,667-ERJ-3EKF1000V,$0.10,,,,missing_manufacturer,missing manufacturer,Mouser,5,454219,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,44,R4,1,5,5,,ERJ-3EKF4021V,Res Thick Film 0603 4.02K Ohm 1% 0.1W(1/10W) +/-100ppm/ßC SMD Automotive T/R,,667-ERJ-3EKF4021V,$0.10,,,,missing_manufacturer,missing manufacturer,Mouser,5,21671,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,45,"R5, R6",2,5,10,,PRL1632-R006-F-T1,"6 mOhms ±1% 1W Chip Resistor Wide 0612 (1632 Metric), Current Sense Thin Film",,754-PRL1632-R006-FT1,$0.79,,,,missing_manufacturer,missing manufacturer,Mouser,10,5259,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,46,"R7, R8, R47, R59, R60, R66, R80",7,5,35,,CR0603-J/-000ELF,"Zero Ohm Resistor, Jumper, 0603 [1608 Metric], Thick Film, 100 mW, 1 A, Surface Mount",,652-CR0603-J/-000ELF,$0.10,,,,missing_manufacturer,missing manufacturer,Mouser,35,330359,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,47,R9,1,5,5,,RK73H1JTTD49R9F,49.9 Ohm 1% 0.125W(1/8W) ±100ppm/C Pad SMD Automotive T/R Res Thick Film 0603,,660-RK73H1JTTD49R9F,$0.10,,,,missing_manufacturer,missing manufacturer,Mouser,5,46687,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,48,"R10, R12, R18, R20, R25, R26, R27, R31, R34, R35, R36, R37, R38, R40, R41, R43, R44, R46",18,5,90,,CR0603-J/-000ELF,Thick Film Chip Resistors 0603 0O 0.1W 5%,,652-CR0603-J/-000ELF,$0.10,,,,missing_manufacturer,missing manufacturer,Mouser,90,330359,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,49,"R11, R16, R17, R28, R39, R42",6,5,30,,ERJ3EKF1003V,ERJ-3EKF1003V,,,0.0038,,,,missing_manufacturer,missing manufacturer,,,0,0,check_wall_inventory,Neither Mouser nor DigiKey can cover full required quantity.; DigiKey lookup failed: 404 Client Error: Not Found for url: https://api.digikey.com/products/v4/search/ERJ3EKF1003V/productdetails
DCD-BEC-150-12-150-3-x4.csv,50,"R13, R22, R23",3,5,15,,ERJ-3EKF7151V,"7.15 kOhm, ± 1%, 100 mW, 0603 [1608 Metric], SMD Chip Resistor, Thick Film, Precision",,667-ERJ-3EKF7151V,$0.10,,,,missing_manufacturer,missing manufacturer,Mouser,15,24635,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,51,R14,1,5,5,,ERJ-3EKF4220V,Res Thick Film 0603 422 Ohm 1% 1/10W ±100ppm/°C Molded SMD Punched Carrier T/R,,667-ERJ-3EKF4220V,$0.10,,,,missing_manufacturer,missing manufacturer,Mouser,5,55704,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,52,"R15, R69",2,5,10,,ERJ-3EKF7870V,Res Thick Film 0603 787 Ohm 1% 1/10W ±100ppm/°C Molded SMD Punched Carrier T/R,,667-ERJ-3EKF7870V,$0.10,,,,missing_manufacturer,missing manufacturer,Mouser,10,56784,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,53,"R19, R30",2,5,10,,AT0603FRE0730K1L,Thin Film Chip Resistors Automotive Grade 30.1kO 1% 50ppm/°C 0603,,603-AT0603FRE0730K1L,$0.10,,,,missing_manufacturer,missing manufacturer,Mouser,10,14038,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,54,R21,1,5,5,,CRGP0603F10K,Res Thick Film 0603 10K Ohm 1% 0.25W(1/4W) ±100ppm/C Pad SMD T/R Automotive AEC-Q200,,279-CRGP0603F10K,$0.17,,,,missing_manufacturer,missing manufacturer,Mouser,5,117019,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,55,R24,1,5,5,,RC1210FR-072R2L,Res Thick Film 1210 2.2 Ohm 1% 0.5W(1/2W) ±200ppm/C Pad SMD T/R,,603-RC1210FR-072R2L,$0.12,,,,missing_manufacturer,missing manufacturer,Mouser,5,7715,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,56,R29,1,5,5,,CRCW060380K6FKEA,CRCW060380K6FKEA,,71-CRCW0603-80.6K-E3,$0.10,,,,missing_manufacturer,missing manufacturer,Mouser,5,59858,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,57,R32,1,5,5,,CRCW060310M0JNEA,"RES Thick Film, 10MO, 5%, 0.1W, 200ppm/°C, 0603",,71-CRCW0603J-10M-E3,$0.10,,,,missing_manufacturer,missing manufacturer,Mouser,5,7361,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,58,R33,1,5,5,,CRCW06032R20JNEA,"RES Thick Film, 2.2O, 5%, 0.1W, 200ppm/°C, 0603",,71-CRCW0603J-2.2-E3,$0.10,,,,missing_manufacturer,missing manufacturer,Mouser,5,9718,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,59,R45,1,5,5,,CRCW060349K9FKEA,"RES Thick Film, 49.9kO, 1%, 0.1W, 100ppm/°C, 0603",,71-CRCW0603-49.9K-E3,$0.10,,,,missing_manufacturer,missing manufacturer,Mouser,5,168837,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,60,"R48, R49, R50, R51, R52, R53, R54, R55, R56, R57, R58, R63, R81, R82, R83, R85",16,5,80,,CRGP0603F10K,"10 kOhms ±1% 0.25W, 1/4W Chip Resistor 0603 (1608 Metric) Automotive AEC-Q200, Pulse Withstanding Thick Film",,279-CRGP0603F10K,$0.17,,,,missing_manufacturer,missing manufacturer,Mouser,80,117019,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,61,R61,1,5,5,,ERJU03F2003V,"Resistor, thick film, SMD 0603 (1608), 200 k?, 0.1 W, ±1 %, ERJU03F2003V",,,,,,,missing_manufacturer,missing manufacturer,,,0,0,check_wall_inventory,Neither Mouser nor DigiKey can cover full required quantity.; DigiKey lookup failed: 404 Client Error: Not Found for url: https://api.digikey.com/products/v4/search/ERJU03F2003V/productdetails
DCD-BEC-150-12-150-3-x4.csv,62,R62,1,5,5,,ERJ-UP3F2742V,"Fixed Resistor, Metal Glaze/thick Film, 0.25W, 27400ohm, 150V, 1% +/-Tol, 100ppm/Cel, Surface Mount, 0603",,667-ERJ-UP3F2742V,$0.21,,,,missing_manufacturer,missing manufacturer,Mouser,5,14526,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,63,R64,1,5,5,,ERJ-3EKF47R0V,"47 Ohms ±1% 0.1W, 1/10W Chip Resistor 0603 (1608 Metric) Automotive AEC-Q200 Thick Film",,667-ERJ-3EKF47R0V,$0.10,,,,missing_manufacturer,missing manufacturer,Mouser,5,11330,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,64,"R67, R68, R70, R71, R74",5,5,25,,ERJ-3GEYJ153V,ERJ-3GEYJ153V,,667-ERJ-3GEYJ153V,$0.10,,,,missing_manufacturer,missing manufacturer,Mouser,25,71807,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,65,"R72, R73",2,5,10,,CRGCQ1206J100R,CRGCQ1206 100O 0.25W 5% ±200ppm/°C 200V,,279-CRGCQ1206J100R,$0.10,,,,missing_manufacturer,missing manufacturer,Mouser,10,16961,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,66,R75,1,5,5,,RC0603JR-071KL,"Chip Resistor, 1 KOhm, +/- 5%, 0.063 W, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel",,603-RC0603JR-071KL,$0.12,,,,missing_manufacturer,missing manufacturer,Mouser,5,957696,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,67,"R78, R79",2,5,10,,HRG3216P-1000-B-T1,HRG Series 1206 100 Ohm ±0.1% 1 W ±25 ppm/°C High Power Thin Film Chip Resistor,,754-HRG3216P1000BT1,$0.87,,,,missing_manufacturer,missing manufacturer,Mouser,10,16951,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,68,R84,1,5,5,,ERA-3AEB363V,Res Thin Film 0603 36K Ohm 0.1% 0.1W ±25ppm/°C Molded SMD Punched Carrier T/R,,667-ERA-3AEB363V,$0.10,,,,missing_manufacturer,missing manufacturer,Mouser,5,102305,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,69,"TP1, TP2",2,5,10,,5000,"Cable Wrap, 1/2 Inch, Polyethylene, Natural, 50 Ft, Spirap Series | TE Connectivity 500002-1",,534-5000,$0.32,,,,missing_manufacturer,missing manufacturer,Mouser,10,372663,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,70,"TP3, TP4",2,5,10,,5001,"Test Point, Mini, Thm, Pc, .300 L, .100 Od, Heat Resistant Nylon 46, Black",,,0.21,,,,missing_manufacturer,missing manufacturer,,,0,0,check_wall_inventory,Neither Mouser nor DigiKey can cover full required quantity.; DigiKey lookup failed: 404 Client Error: Not Found for url: https://api.digikey.com/products/v4/search/5001/productdetails
DCD-BEC-150-12-150-3-x4.csv,71,U1,1,5,5,,TPS1HB08BQPWPRQ1,Power Switch Single-Channel Smart High-Side 40V 8mOhm 16-Pin HTSSOP T/R,,595-TPS1HB08BQPWPRQ1,$2.92,,,,missing_manufacturer,missing manufacturer,Mouser,5,5027,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,72,U3,1,5,5,,ADPL13602BATE+,Conv DC-DC 3.5V to 36V Synchronous Step Down Single-Out 1V to 32.4V 2.4A 16-Pin TQFN EP,,700-ADPL13602BATE+,$2.12,,,,missing_manufacturer,missing manufacturer,Mouser,5,4080,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,73,"U5, U6",2,5,10,,INA228AQDGSRQ1,"85V, 20-bit I²C-output E3-driver-capable current, voltage, power, energy, charge monitor with alert 10-VSSOP -40 to 125",,595-INA228AQDGSRQ1,$5.27,,,,missing_manufacturer,missing manufacturer,Mouser,10,8969,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,74,U6,1,5,5,,LTC3895EFE#PBF,DC/DC Cntrlr Single-OUT Step Down 900kHz Automotive 31-Pin TSSOP EP Tube,,584-LTC3895EFE#PBF,$14.13,,,,missing_manufacturer,missing manufacturer,Mouser,5,530,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,75,U7,1,5,5,,ISO1540QDRQ1,"Automotive, 2.5-kVrms, isolated bidirectional clock, bidirectional I2C isolator 8-SOIC -40 to 125",,595-ISO1540QDRQ1,$5.15,,,,missing_manufacturer,missing manufacturer,Mouser,5,2325,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,76,U8,1,5,5,,ISO7721FDR,"Robust EMC, dual-channel, 1/1, reinforced digital isolator 8-SOIC -55 to 125",,595-ISO7721FDR,$2.11,,,,missing_manufacturer,missing manufacturer,Mouser,5,1953,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,77,U9,1,5,5,,NXJ2S0505MC-R7,Module DC-DC 5VIN 1-OUT 5V 0.4A 2W 8-Pin SMD Module T/R,,580-NXJ2S0505MC-R7,$6.26,,,,missing_manufacturer,missing manufacturer,Mouser,5,216,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,78,U10,1,5,5,,TQL850CSV33 RLG,"Fixed Positive LDO Regulator, 3.3V, 0.425V Dropout, PDSO8",,821-TQL850CSV33RLG,$1.58,,,,missing_manufacturer,missing manufacturer,Mouser,5,2307,0,sourced_mouser,Mouser can cover full required quantity.
DCD-BEC-150-12-150-3-x4.csv,79,X1,1,5,5,,RL3720WT-R005-F,5 mOhms 1% 0-350 PPM RL Series 0815 1 W High Power Metal Film Chip Resistor,,754-RL3720WT-R005-F,$0.95,,,,missing_manufacturer,missing manufacturer,Mouser,5,9544,0,sourced_mouser,Mouser can cover full required quantity.
